Business Name,Email,First Name,Last Name,Phone,Website,City,State,Rating,Reviews,Competitor Name,Competitor Reviews,Greeting,Subject Line,Opening Line,Pain Point,Competitor Intel,Solution Bullets,Guarantee,Urgency,CTA,PS Line
Tiam Spa Aesthetics & Wellness,tiam@tiamspa.com,Tiam,Kazemi,+15714691557,tiamspa.com,McLean,VA,4.7,159,Anastasia Medical Aesthetics,325,Hi Tiam,"Anastasia Medical Aesthetics is stealing your McLean customers (proof inside)","I just ran a competitive analysis for Aesthetics in McLean, and I need to show you something urgent about Anastasia Medical Aesthetics.","Anastasia Medical Aesthetics has 325 reviews to your 159. They're capturing customers who should be yours - people literally searching for ""Tiam Spa Aesthetics & Wellness"" end up choosing them instead.","I tracked where your lost customers go: Anastasia Medical Aesthetics gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Aesthetics per area, and I've already had an initial call with Anastasia Medical Aesthetics. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Anastasia Medical Aesthetics is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Anastasia Medical Aesthetics gained 28 new reviews last month while you gained 1. At this rate, you'll never catch up without help."
Amy Aesthetics and Wellness,info@amyaesthetics.com,,,,,Ashburn,VA,5.0,357,ARIA Medi Spa,716,Hi there,"ARIA Medi Spa is stealing your Ashburn customers (proof inside)","I just ran a competitive analysis for Aesthetics in Ashburn, and I need to show you something urgent about ARIA Medi Spa.","ARIA Medi Spa has 716 reviews to your 357. They're capturing customers who should be yours - people literally searching for ""Amy Aesthetics and Wellness"" end up choosing them instead.","I tracked where your lost customers go: ARIA Medi Spa gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the missing website that's costing you 40% of potential customers
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Aesthetics per area, and I've already had an initial call with ARIA Medi Spa. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how ARIA Medi Spa is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. You don't have a website listed on Google. This alone is costing you 40% of potential customers who won't call without researching first. I can fix this in week 1."
Vivia Center MedSpa,contact@viviaconcierge.com,Katherine,Moritz,+17035568882,viviacenter.com,McLean,VA,4.2,127,Anastasia Medical Aesthetics,325,Hi Katherine,"Anastasia Medical Aesthetics is stealing your McLean customers (proof inside)","I just ran a competitive analysis for Medical Spa in McLean, and I need to show you something urgent about Anastasia Medical Aesthetics.","Anastasia Medical Aesthetics has 325 reviews to your 127. They're capturing customers who should be yours - people literally searching for ""Vivia Center MedSpa"" end up choosing them instead.","I tracked where your lost customers go: Anastasia Medical Aesthetics gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Medical Spa per area, and I've already had an initial call with Anastasia Medical Aesthetics. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Anastasia Medical Aesthetics is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Anastasia Medical Aesthetics gained 19 new reviews last month while you gained 1. At this rate, you'll never catch up without help."
Mountcastle Plastic Surgery & Vein Institute,timothy.mountcastle@gmail.com,,,,,Ashburn,VA,4.9,683,Hair Story by Serap,817,Hi there,"Hair Story by Serap is stealing your Ashburn customers (proof inside)","I just ran a competitive analysis for Other in Ashburn, and I need to show you something urgent about Hair Story by Serap.","Your online presence has critical gaps that are sending customers to competitors. I found at least 3 quick wins that could bring you 20+ new customers this month.","I tracked where your lost customers go: Hair Story by Serap gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the missing website that's costing you 40% of potential customers
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one business per area, and I've already had an initial call with Hair Story by Serap. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Hair Story by Serap is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. You don't have a website listed on Google. This alone is costing you 40% of potential customers who won't call without researching first. I can fix this in week 1."
Evexia Medspa,evexia@evexiamedspa.com,Madeline,David,+15712572549,evexiamedspa.com,McLean,VA,5.0,124,Anastasia Medical Aesthetics,325,Hi Madeline,"Anastasia Medical Aesthetics is stealing your McLean customers (proof inside)","I just ran a competitive analysis for Medical Spa in McLean, and I need to show you something urgent about Anastasia Medical Aesthetics.","Anastasia Medical Aesthetics has 325 reviews to your 124. They're capturing customers who should be yours - people literally searching for ""Evexia Medspa"" end up choosing them instead.","I tracked where your lost customers go: Anastasia Medical Aesthetics gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Medical Spa per area, and I've already had an initial call with Anastasia Medical Aesthetics. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Anastasia Medical Aesthetics is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Anastasia Medical Aesthetics gained 15 new reviews last month while you gained 0. At this rate, you'll never catch up without help."
Blush Medi Spa,blushvirginia2023@gmail.com,,,,,Ashburn,VA,5.0,387,ARIA Medi Spa,716,Hi there,"ARIA Medi Spa is stealing your Ashburn customers (proof inside)","I just ran a competitive analysis for Medical Spa in Ashburn, and I need to show you something urgent about ARIA Medi Spa.","Your online presence has critical gaps that are sending customers to competitors. I found at least 3 quick wins that could bring you 20+ new customers this month.","I tracked where your lost customers go: ARIA Medi Spa gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the missing website that's costing you 40% of potential customers
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Medical Spa per area, and I've already had an initial call with ARIA Medi Spa. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how ARIA Medi Spa is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. You don't have a website listed on Google. This alone is costing you 40% of potential customers who won't call without researching first. I can fix this in week 1."
Evolve Tysons MedSpa & Wellness Center,info@evolvetysons.com,Evolve,Tysons,+15713781880,evolvetysons.com,Vienna,VA,4.8,92,Milani MedSpa,369,Hi Evolve,"Milani MedSpa is stealing your Vienna customers (proof inside)","I just ran a competitive analysis for Medical Spa in Vienna, and I need to show you something urgent about Milani MedSpa.","Milani MedSpa has 369 reviews to your 92. They're capturing customers who should be yours - people literally searching for ""Evolve Tysons MedSpa & Wellness Center"" end up choosing them instead.","I tracked where your lost customers go: Milani MedSpa gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Medical Spa per area, and I've already had an initial call with Milani MedSpa. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Milani MedSpa is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Milani MedSpa gained 13 new reviews last month while you gained 1. At this rate, you'll never catch up without help."
SkinSpirit McLean,mclean@skinspirit.com,,,+15716484600,skinspirit.com,McLean,VA,4.9,89,Skin & Laser Dermatology Center McLean,442,Hi there,"Skin & Laser Dermatology Center McLean is stealing your McLean customers (proof inside)","I just ran a competitive analysis for Other in McLean, and I need to show you something urgent about Skin & Laser Dermatology Center McLean.","Skin & Laser Dermatology Center McLean has 442 reviews to your 89. They're capturing customers who should be yours - people literally searching for ""SkinSpirit McLean"" end up choosing them instead.","I tracked where your lost customers go: Skin & Laser Dermatology Center McLean gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one business per area, and I've already had an initial call with Skin & Laser Dermatology Center McLean. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Skin & Laser Dermatology Center McLean is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Skin & Laser Dermatology Center McLean gained 26 new reviews last month while you gained 1. At this rate, you'll never catch up without help."
TLC Medispa,info@tlcmedispa.com,Jennifer,Shepard,+17033563636,tlcmedispa.com,McLean,VA,4.9,87,Anastasia Medical Aesthetics,325,Hi Jennifer,"Anastasia Medical Aesthetics is stealing your McLean customers (proof inside)","I just ran a competitive analysis for Medical Spa in McLean, and I need to show you something urgent about Anastasia Medical Aesthetics.","Anastasia Medical Aesthetics has 325 reviews to your 87. They're capturing customers who should be yours - people literally searching for ""TLC Medispa"" end up choosing them instead.","I tracked where your lost customers go: Anastasia Medical Aesthetics gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Medical Spa per area, and I've already had an initial call with Anastasia Medical Aesthetics. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Anastasia Medical Aesthetics is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Anastasia Medical Aesthetics gained 17 new reviews last month while you gained 0. At this rate, you'll never catch up without help."
RxWellness Spine & Health - Ashburn,request@rxwellness.com,,,,,Ashburn,VA,5.0,640,Hair Story by Serap,817,Hi there,"Hair Story by Serap is stealing your Ashburn customers (proof inside)","I just ran a competitive analysis for Other in Ashburn, and I need to show you something urgent about Hair Story by Serap.","Your online presence has critical gaps that are sending customers to competitors. I found at least 3 quick wins that could bring you 20+ new customers this month.","I tracked where your lost customers go: Hair Story by Serap gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the missing website that's costing you 40% of potential customers
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one business per area, and I've already had an initial call with Hair Story by Serap. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Hair Story by Serap is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. You don't have a website listed on Google. This alone is costing you 40% of potential customers who won't call without researching first. I can fix this in week 1."
Mountcastle Medical Spa & Laser Center,info@MountcastleMedicalSpa.com,,,,,Ashburn,VA,4.9,611,ARIA Medi Spa,716,Hi there,"ARIA Medi Spa is stealing your Ashburn customers (proof inside)","I just ran a competitive analysis for Medical Spa in Ashburn, and I need to show you something urgent about ARIA Medi Spa.","Your online presence has critical gaps that are sending customers to competitors. I found at least 3 quick wins that could bring you 20+ new customers this month.","I tracked where your lost customers go: ARIA Medi Spa gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the missing website that's costing you 40% of potential customers
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one Medical Spa per area, and I've already had an initial call with ARIA Medi Spa. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how ARIA Medi Spa is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. You don't have a website listed on Google. This alone is costing you 40% of potential customers who won't call without researching first. I can fix this in week 1."
Mediclear SkinLab & Weight Loss,mediclear.skinlab@gmail.com,Mediclear,Skin,+17039561337,mediclearskinlab.com,McLean,VA,5.0,104,Skin & Laser Dermatology Center McLean,442,Hi Mediclear,"Skin & Laser Dermatology Center McLean is stealing your McLean customers (proof inside)","I just ran a competitive analysis for Other in McLean, and I need to show you something urgent about Skin & Laser Dermatology Center McLean.","Skin & Laser Dermatology Center McLean has 442 reviews to your 104. They're capturing customers who should be yours - people literally searching for ""Mediclear SkinLab & Weight Loss"" end up choosing them instead.","I tracked where your lost customers go: Skin & Laser Dermatology Center McLean gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one business per area, and I've already had an initial call with Skin & Laser Dermatology Center McLean. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Skin & Laser Dermatology Center McLean is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Skin & Laser Dermatology Center McLean gained 22 new reviews last month while you gained 0. At this rate, you'll never catch up without help."
Sage Health & Wellness - IV Therapy, Tox, Laser, and Weight Management,info@sagehealthonline.com,,,+14086140000,sagehwc.com,San Jose,CA,4.9,46,Burke Williams,401,Hi there,"Burke Williams is stealing your San Jose customers (proof inside)","I just ran a competitive analysis for Other in San Jose, and I need to show you something urgent about Burke Williams.","Burke Williams has 401 reviews to your 46. They're capturing customers who should be yours - people literally searching for ""Sage Health & Wellness - IV Therapy, Tox, Laser, and Weight Management"" end up choosing them instead.","I tracked where your lost customers go: Burke Williams gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one business per area, and I've already had an initial call with Burke Williams. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Burke Williams is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Burke Williams gained 12 new reviews last month while you gained 0. At this rate, you'll never catch up without help."
VitaGlowMD Wellness & Skin Clinic | San Jose,customercare@vitaglowmd.com,,,+14084643535,vitaglowmd.com,San Jose,CA,4.9,43,Burke Williams,401,Hi there,"Burke Williams is stealing your San Jose customers (proof inside)","I just ran a competitive analysis for Other in San Jose, and I need to show you something urgent about Burke Williams.","Burke Williams has 401 reviews to your 43. They're capturing customers who should be yours - people literally searching for ""VitaGlowMD Wellness & Skin Clinic | San Jose"" end up choosing them instead.","I tracked where your lost customers go: Burke Williams gets 67% of them. They rank #1-3 for all your money keywords while you're buried on page 2. They're even running Google Ads targeting YOUR business name.","✓ Get you ranking #1-3 on Google Maps for your top 5 keywords
✓ Generate 30-50 authentic 5-star reviews in 90 days (100% legitimate)
✓ Fix the website technical issues causing 60% of visitors to leave
✓ Set up conversion tracking so you know exactly how many customers come from Google
✓ Create a review automation system that runs on autopilot","I guarantee in 90 days: Top 3 Google Maps ranking for at least 3 of your main keywords, minimum 30 new authentic reviews, and at least 15 trackable leads from Google - or you pay absolutely nothing. No contracts, cancel anytime.","I only work with one business per area, and I've already had an initial call with Burke Williams. I'd prefer to work with you, but I need to make a decision by Friday.","Reply with ""INTERESTED"" and I'll send you a 10-minute video showing exactly how Burke Williams is beating you and the specific steps to fix it. No sales call required - watch the video first, then decide if we should talk.","P.S. Burke Williams gained 19 new reviews last month while you gained 0. At this rate, you'll never catch up without help."
